"phenotype","description","variable_type","n_non_missing","n_missing","n_controls","n_cases"
"3872_irnt","Age of primiparous women at birth of child","continuous_irnt",25545,335649,NA,NA
"3894_irnt","Age heart attack diagnosed","continuous_irnt",8024,353170,NA,NA
"4012_irnt","Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed","continuous_irnt",6795,354399,NA,NA
"4056_irnt","Age stroke diagnosed","continuous_irnt",5339,355855,NA,NA
"4100_irnt","Ankle spacing width (left)","continuous_irnt",114630,246564,NA,NA
"4101_irnt","Heel broadband ultrasound attenuation (left)","continuous_irnt",114625,246569,NA,NA
"4104_irnt","Heel quantitative ultrasound index (QUI), direct entry (left)","continuous_irnt",114630,246564,NA,NA
"4105_irnt","Heel bone mineral density (BMD) (left)","continuous_irnt",114561,246633,NA,NA
"4106_irnt","Heel bone mineral density (BMD) T-score, automated (left)","continuous_irnt",114630,246564,NA,NA
"4119_irnt","Ankle spacing width (right)","continuous_irnt",114614,246580,NA,NA
"4120_irnt","Heel broadband ultrasound attenuation (right)","continuous_irnt",114609,246585,NA,NA
"4123_irnt","Heel quantitative ultrasound index (QUI), direct entry (right)","continuous_irnt",114614,246580,NA,NA
"4124_irnt","Heel bone mineral density (BMD) (right)","continuous_irnt",114552,246642,NA,NA
"4125_irnt","Heel bone mineral density (BMD) T-score, automated (right)","continuous_irnt",114614,246580,NA,NA
"4194_irnt","Pulse rate","continuous_irnt",118850,242344,NA,NA
"4195_irnt","Pulse wave reflection index","continuous_irnt",118850,242344,NA,NA
"4196_irnt","Pulse wave peak to peak time","continuous_irnt",118787,242407,NA,NA
"4288_irnt","Time to answer","continuous_irnt",119729,241465,NA,NA
"4290_irnt","Duration screen displayed","continuous_irnt",119729,241465,NA,NA
"4609_irnt","Longest period of depression","continuous_irnt",50664,310530,NA,NA
"4700_irnt","Age cataract diagnosed","continuous_irnt",5020,356174,NA,NA
"5201_irnt","logMAR, final (right)","continuous_irnt",79293,281901,NA,NA
"5208_irnt","logMAR, final (left)","continuous_irnt",79239,281955,NA,NA
"5254_irnt","Intra-ocular pressure, corneal-compensated (right)","continuous_irnt",76630,284564,NA,NA
"5255_irnt","Intra-ocular pressure, Goldmann-correlated (right)","continuous_irnt",76630,284564,NA,NA
"5256_irnt","Corneal hysteresis (right)","continuous_irnt",76630,284564,NA,NA
"5257_irnt","Corneal resistance factor (right)","continuous_irnt",76630,284564,NA,NA
"5262_irnt","Intra-ocular pressure, corneal-compensated (left)","continuous_irnt",76510,284684,NA,NA
"5263_irnt","Intra-ocular pressure, Goldmann-correlated (left)","continuous_irnt",76510,284684,NA,NA
"5264_irnt","Corneal hysteresis (left)","continuous_irnt",76510,284684,NA,NA
"5265_irnt","Corneal resistance factor (left)","continuous_irnt",76510,284684,NA,NA
"5375_irnt","Longest period of unenthusiasm / disinterest","continuous_irnt",32165,329029,NA,NA
"6032_irnt","Maximum workload during fitness test","continuous_irnt",53998,307196,NA,NA
"6033_irnt","Maximum heart rate during fitness test","continuous_irnt",53984,307210,NA,NA
"6038_irnt","Number of trend entries","continuous_irnt",53998,307196,NA,NA
"12336_irnt","Ventricular rate","continuous_irnt",10817,350377,NA,NA
"12338_irnt","P duration","continuous_irnt",10785,350409,NA,NA
"12340_irnt","QRS duration","continuous_irnt",10815,350379,NA,NA
"20015_irnt","Sitting height","continuous_irnt",360066,1128,NA,NA
"20016_irnt","Fluid intelligence score","continuous_irnt",117131,244063,NA,NA
"20019_irnt","Speech-reception-threshold (SRT) estimate (left)","continuous_irnt",114811,246383,NA,NA
"20021_irnt","Speech-reception-threshold (SRT) estimate (right)","continuous_irnt",114720,246474,NA,NA
"20022_irnt","Birth weight","continuous_irnt",205475,155719,NA,NA
"20023_irnt","Mean time to correctly identify matches","continuous_irnt",358695,2499,NA,NA
"20074_irnt","Home location at assessment - east co-ordinate (rounded)","continuous_irnt",357793,3401,NA,NA
"20075_irnt","Home location at assessment - north co-ordinate (rounded)","continuous_irnt",357793,3401,NA,NA
"20121_irnt","Cascot confidence score","continuous_irnt",10509,350685,NA,NA
"20127_irnt","Neuroticism score","continuous_irnt",293006,68188,NA,NA
"20150_irnt","Forced expiratory volume in 1-second (FEV1), Best measure","continuous_irnt",272338,88856,NA,NA
"20151_irnt","Forced vital capacity (FVC), Best measure","continuous_irnt",272338,88856,NA,NA
"20153_irnt","Forced expiratory volume in 1-second (FEV1), predicted","continuous_irnt",117241,243953,NA,NA
"20154_irnt","Forced expiratory volume in 1-second (FEV1), predicted percentage","continuous_irnt",117241,243953,NA,NA
"20420_irnt","Longest period spent worried or anxious","continuous_irnt",24738,336456,NA,NA
"20433_irnt","Age at first episode of depression","continuous_irnt",61033,300161,NA,NA
"20434_irnt","Age at last episode of depression","continuous_irnt",59260,301934,NA,NA
"20455_irnt","Age when last took cannabis","continuous_irnt",25698,335496,NA,NA
"21001_irnt","Body mass index (BMI)","continuous_irnt",359983,1211,NA,NA
"21002_irnt","Weight","continuous_irnt",360116,1078,NA,NA
"21021_irnt","Pulse wave Arterial Stiffness index","continuous_irnt",118469,242725,NA,NA
"22146_irnt","Age hayfever or allergic rhinitis diagnosed by doctor","continuous_irnt",20904,340290,NA,NA
"22147_irnt","Age asthma diagnosed by doctor","continuous_irnt",11717,349477,NA,NA
"22501_irnt","Year ended full time education","continuous_irnt",91777,269417,NA,NA
"22503_irnt","Years of cough on most days","continuous_irnt",12593,348601,NA,NA
"22507_irnt","Age of stopping smoking","continuous_irnt",33335,327859,NA,NA
"23098_irnt","Weight","continuous_irnt",354838,6356,NA,NA
"23099_irnt","Body fat percentage","continuous_irnt",354628,6566,NA,NA
"23100_irnt","Whole body fat mass","continuous_irnt",354244,6950,NA,NA
"23101_irnt","Whole body fat-free mass","continuous_irnt",354808,6386,NA,NA
"23102_irnt","Whole body water mass","continuous_irnt",354834,6360,NA,NA
"23104_irnt","Body mass index (BMI)","continuous_irnt",354831,6363,NA,NA
"23105_irnt","Basal metabolic rate","continuous_irnt",354825,6369,NA,NA
"23106_irnt","Impedance of whole body","continuous_irnt",354795,6399,NA,NA
"23107_irnt","Impedance of leg (right)","continuous_irnt",354817,6377,NA,NA
"23108_irnt","Impedance of leg (left)","continuous_irnt",354811,6383,NA,NA
"23109_irnt","Impedance of arm (right)","continuous_irnt",354792,6402,NA,NA
"23110_irnt","Impedance of arm (left)","continuous_irnt",354807,6387,NA,NA
"23111_irnt","Leg fat percentage (right)","continuous_irnt",354811,6383,NA,NA
"23112_irnt","Leg fat mass (right)","continuous_irnt",354807,6387,NA,NA
"23113_irnt","Leg fat-free mass (right)","continuous_irnt",354798,6396,NA,NA
"23114_irnt","Leg predicted mass (right)","continuous_irnt",354798,6396,NA,NA
"23115_irnt","Leg fat percentage (left)","continuous_irnt",354791,6403,NA,NA
"23116_irnt","Leg fat mass (left)","continuous_irnt",354788,6406,NA,NA
"23117_irnt","Leg fat-free mass (left)","continuous_irnt",354771,6423,NA,NA
"23118_irnt","Leg predicted mass (left)","continuous_irnt",354766,6428,NA,NA
"23119_irnt","Arm fat percentage (right)","continuous_irnt",354760,6434,NA,NA
"23120_irnt","Arm fat mass (right)","continuous_irnt",354736,6458,NA,NA
"23121_irnt","Arm fat-free mass (right)","continuous_irnt",354732,6462,NA,NA
"23122_irnt","Arm predicted mass (right)","continuous_irnt",354726,6468,NA,NA
"23123_irnt","Arm fat percentage (left)","continuous_irnt",354707,6487,NA,NA
"23124_irnt","Arm fat mass (left)","continuous_irnt",354673,6521,NA,NA
"23125_irnt","Arm fat-free mass (left)","continuous_irnt",354668,6526,NA,NA
"23126_irnt","Arm predicted mass (left)","continuous_irnt",354653,6541,NA,NA
"23127_irnt","Trunk fat percentage","continuous_irnt",354619,6575,NA,NA
"23128_irnt","Trunk fat mass","continuous_irnt",354597,6597,NA,NA
"23129_irnt","Trunk fat-free mass","continuous_irnt",354530,6664,NA,NA
"23130_irnt","Trunk predicted mass","continuous_irnt",354494,6700,NA,NA
"24003_irnt","Nitrogen dioxide air pollution; 2010","continuous_irnt",356078,5116,NA,NA
"24004_irnt","Nitrogen oxides air pollution; 2010","continuous_irnt",356078,5116,NA,NA
"24005_irnt","Particulate matter air pollution (pm10); 2010","continuous_irnt",329886,31308,NA,NA
"24006_irnt","Particulate matter air pollution (pm2.5); 2010","continuous_irnt",329886,31308,NA,NA
"24007_irnt","Particulate matter air pollution (pm2.5) absorbance; 2010","continuous_irnt",329886,31308,NA,NA
"24008_irnt","Particulate matter air pollution 2.5-10um; 2010","continuous_irnt",329886,31308,NA,NA
"24010_irnt","Inverse distance to the nearest road","continuous_irnt",356078,5116,NA,NA
"24011_irnt","Traffic intensity on the nearest major road","continuous_irnt",356078,5116,NA,NA
"24012_irnt","Inverse distance to the nearest major road","continuous_irnt",356078,5116,NA,NA
"24016_irnt","Nitrogen dioxide air pollution; 2005","continuous_irnt",356078,5116,NA,NA
"24017_irnt","Nitrogen dioxide air pollution; 2006","continuous_irnt",356078,5116,NA,NA
"24018_irnt","Nitrogen dioxide air pollution; 2007","continuous_irnt",356078,5116,NA,NA
"24019_irnt","Particulate matter air pollution (pm10); 2007","continuous_irnt",355245,5949,NA,NA
"24020_irnt","Average daytime sound level of noise pollution","continuous_irnt",356078,5116,NA,NA
"24021_irnt","Average evening sound level of noise pollution","continuous_irnt",356078,5116,NA,NA
"24022_irnt","Average night-time sound level of noise pollution","continuous_irnt",356078,5116,NA,NA
"24023_irnt","Average 16-hour sound level of noise pollution","continuous_irnt",356078,5116,NA,NA
"24024_irnt","Average 24-hour sound level of noise pollution","continuous_irnt",356078,5116,NA,NA
"30000_irnt","White blood cell (leukocyte) count","continuous_irnt",350470,10724,NA,NA
"30010_irnt","Red blood cell (erythrocyte) count","continuous_irnt",350475,10719,NA,NA
"30020_irnt","Haemoglobin concentration","continuous_irnt",350474,10720,NA,NA
"30030_irnt","Haematocrit percentage","continuous_irnt",350475,10719,NA,NA
"30040_irnt","Mean corpuscular volume","continuous_irnt",350473,10721,NA,NA
"30050_irnt","Mean corpuscular haemoglobin","continuous_irnt",350472,10722,NA,NA
"30060_irnt","Mean corpuscular haemoglobin concentration","continuous_irnt",350468,10726,NA,NA
"30070_irnt","Red blood cell (erythrocyte) distribution width","continuous_irnt",350473,10721,NA,NA
"30080_irnt","Platelet count","continuous_irnt",350474,10720,NA,NA
"30090_irnt","Platelet crit","continuous_irnt",350471,10723,NA,NA
"30100_irnt","Mean platelet (thrombocyte) volume","continuous_irnt",350470,10724,NA,NA
"30110_irnt","Platelet distribution width","continuous_irnt",350470,10724,NA,NA
"30120_irnt","Lymphocyte count","continuous_irnt",349856,11338,NA,NA
"30130_irnt","Monocyte count","continuous_irnt",349856,11338,NA,NA
"30140_irnt","Neutrophill count","continuous_irnt",349856,11338,NA,NA
"30180_irnt","Lymphocyte percentage","continuous_irnt",349861,11333,NA,NA
"30190_irnt","Monocyte percentage","continuous_irnt",349861,11333,NA,NA
"30200_irnt","Neutrophill percentage","continuous_irnt",349861,11333,NA,NA
"30210_irnt","Eosinophill percentage","continuous_irnt",349861,11333,NA,NA
"30220_irnt","Basophill percentage","continuous_irnt",349861,11333,NA,NA
"30240_irnt","Reticulocyte percentage","continuous_irnt",344728,16466,NA,NA
"30250_irnt","Reticulocyte count","continuous_irnt",344729,16465,NA,NA
"30260_irnt","Mean reticulocyte volume","continuous_irnt",344728,16466,NA,NA
